generation,best_fitness,best_fitness_flat,best_fitness_uneven,best_fitness_crater,worst_fitness,worst_fitness_flat,worst_fitness_uneven,worst_fitness_crater,mean_fitness,mean_fitness_flat,mean_fitness_uneven,mean_fitness_crater,median_fitness,median_fitness_flat,median_fitness_uneven,median_fitness_crater,std_fitness,num_modules,time_per_generation,total_elapsed_time
1,2.556427210080903,1.7797336063361142,0.5754347513988856,0.2012588523459032,0.9350385830116202,0.2263169340134157,0.3085107402738595,0.40021090872434506,1.6585714725743095,0.7471442842986985,0.42298736417179283,0.488439824103818,1.5684270180547681,0.39649522765302997,0.5828235201316685,0.5891082702700697,0.43864659477363654,7,3217.34165930748,12741.731103658676
2,3.0443859382256826,0.9764956066104862,1.3453191503229982,0.7225711812921982,1.4220201438456632,0.4528275778548066,0.4752352042832305,0.4939573617076263,1.9548786747862643,0.9271067412004599,0.4796073383924571,0.5481645951933475,1.817642120112004,0.9435988410137927,0.4792721999104853,0.3947710791877261,0.4071247200114812,17,3337.254857301712,16078.985960960388
3,3.0443859382256826,0.9764956066104862,1.3453191503229982,0.7225711812921982,1.5684270180547681,0.39649522765302997,0.5828235201316685,0.5891082702700697,2.1054260609670163,1.0045759763894488,0.5243532569470968,0.5764968276304708,2.0776398381092034,1.1265196454102753,0.40458515042502874,0.5465350422738993,0.3909647687158905,17,3480.856037378311,19559.8419983387
4,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,1.7477487732271417,0.596702131725535,0.5672542615939209,0.5837923799076858,2.2825439223649573,1.0572645664215492,0.6230365664746261,0.602242789468782,2.2503894184046267,1.409916392011603,0.38000045824667583,0.46047256814634774,0.4070851858975561,4,3281.4894077777863,22841.331406116486
5,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,1.817642120112004,0.9435988410137927,0.4792721999104853,0.3947710791877261,2.4416469513538663,1.1205602761874567,0.7245530406075638,0.5965336345588461,2.470380530682594,1.1499708400355746,0.5492934718206266,0.7711162188263926,0.37798335811494066,4,3235.0578730106354,26076.38927912712
6,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.1444443606161956,0.900433255959893,0.28546146088912194,0.9585496437671807,2.6131437809230076,1.1244421446025576,0.8633642945030393,0.6253373418174105,2.556427210080903,1.7797336063361142,0.5754347513988856,0.2012588523459032,0.27140933122474714,4,3599.9879200458527,29676.377199172974
7,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.4012555728822513,1.3283215018867867,0.42298071922157854,0.649953351773886,2.705848862125682,1.1168597322115945,0.9766932263250259,0.6122959035890616,2.7029248947816753,0.6551274648208202,1.5380373922748731,0.5097600376859821,0.2451398783403185,4,3426.4521486759186,33102.82934784889
8,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.445121035625575,1.2469429102585505,0.6860815534816919,0.5120965718853325,2.767288540823726,1.1245969592944751,1.0470128624617085,0.5956787190675432,2.7029248947816753,0.6551274648208202,1.5380373922748731,0.5097600376859821,0.24138865016053468,4,3250.5668733119965,36353.39622116089
9,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.556427210080903,1.7797336063361142,0.5754347513988856,0.2012588523459032,2.8738480351997606,1.094313362187392,1.166129072159436,0.6134056008529327,2.8738546280908874,1.9261409030961245,0.5970193344860116,0.3506943905087512,0.21502925721215882,4,3186.002782344818,39539.39900350571
10,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.556427210080903,1.7797336063361142,0.5754347513988856,0.2012588523459032,2.8923229487683235,1.0377469627529174,1.2086970307141576,0.6458789553012486,2.8738546280908874,1.9261409030961245,0.5970193344860116,0.3506943905087512,0.19624884613070614,4,3388.654125928879,42928.053129434586
11,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.7029248947816753,0.6551274648208202,1.5380373922748731,0.5097600376859821,2.944425389217874,0.9632094999347174,1.2834355664309443,0.6977803228522113,3.0443859382256826,0.9764956066104862,1.3453191503229982,0.7225711812921982,0.17634966713522446,4,2987.268231868744,45915.32136130333
12,3.139145604924824,0.7038940947864559,1.4579963540279017,0.9772551561104662,2.7029248947816753,0.6551274648208202,1.5380373922748731,0.5097600376859821,3.0025881505702925,0.9697117172634689,1.2727634279980145,0.7601130053088091,3.0443859382256826,0.9764956066104862,1.3453191503229982,0.7225711812921982,0.1580994247391083,4,2896.9679176807404,48812.28927898407
